Producto,Marca,Precio,Link
APPLE MACBOOK AIR 13 2020 INTEL CORE I5 8 GB RAM 512GB SSD PLATA REACONDICIONADO,APPLE,"S/ 2,599",https://simple.ripley.com.pe/apple-macbook-air-13-2020-intel-core-i5-8-gb-ram-512gb-ssd-plata-reacondicionado-pmp20000720193
"LAPTOP DELL G15 5530 8GB 15.6"" 512GB FHD I5-13450HX DDR5 512B SSD RTX 3050 6GB",DELL,"S/ 3,649",https://simple.ripley.com.pe/laptop-dell-g15-5530-8gb-156-512gb-fhd-i5-13450hx-ddr5-512b-ssd-rtx-3050-6gb-pmp20000583243
"LAPTOP HP 6QW35LAABM INTEL CORE I7-10510 8GB RAM 15""",HP,"S/ 4,359",https://simple.ripley.com.pe/laptop-hp-6qw35laabm-intel-core-i7-10510-8gb-ram-15-pmp20000326619
LAPTOP HP CORE I5-12450H VICTUS RAM 8GB - SSD 512GB - RTX 3050 4GB,HP,"S/ 3,445",https://simple.ripley.com.pe/laptop-hp-core-i5-12450h-victus-ram-8gb-ssd-512gb-rtx-3050-4gb-pmp20000468996
"LAPTOP LENOVO 16GB 15.6"" 512GB SSD INTEL VG4 CORE I5 13420H RAM FHD FREEDOS",LENOVO,"S/ 2,249",https://simple.ripley.com.pe/laptop-lenovo-16gb-156-512gb-ssd-intel-vg4-core-i5-13420h-ram-fhd-freedos-pmp20000580263
"LAPTOP DELL VOSTRO 3400 INTEL CORE I5-1135 4GB RAM 1TB HDD 14"" HD FREEDOS 445CX",DELL,"S/ 2,350",https://simple.ripley.com.pe/laptop-dell-vostro-3400-intel-core-i5-1135-4gb-ram-1tb-hdd-14-hd-freedos-445cx-pmp20000136133
"LAPTOP HYUNDAI HYBOOK 4GB 14"" 128GB INTEL CELERON N4020 RAM ALMACENAMIENTO CON WINDOWS 11 HOME",HYUNDAI,S/ 859,https://simple.ripley.com.pe/laptop-hyundai-hybook-4gb-14-128gb-intel-celeron-n4020-ram-almacenamiento-con-windows-11-home-pmp20000687484
"LAPTOP DELL LATITUDE 5420 8GB 14"" 256GB SSD INTEL CORE I7 1165G7 RAM 256 PANTALLA FHD WIN10PRO",DELL,"S/ 4,999",https://simple.ripley.com.pe/laptop-dell-latitude-5420-8gb-14-256gb-ssd-intel-core-i7-1165g7-ram-256-pantalla-fhd-win10pro-pmp20000675171
LAPTOP HP 15-FD0061LA INTEL CORE I5-1235U 12GB 512GB SSD W11,HP,"S/ 2,099",https://simple.ripley.com.pe/laptop-hp-15-fd0061la-intel-core-i5-1235u-12gb-512gb-ssd-w11-pmp20000717475
LAPTOP GAMER ACER NITRO 5 I7-12650H 10N 12GB 512SSD 4GB RTX3050 15.6 FHD IPS 144HZ,ACER,"S/ 4,470",https://simple.ripley.com.pe/laptop-gamer-acer-nitro-5-i7-12650h-10n-12gb-512ssd-4gb-rtx3050-156-fhd-ips-144hz-pmp20000143862
"MACBOOK AIR APPLE 13-INCH 16GB 13"" 256GB SSD AIR CHIP M3 RAM SPACE GRAY",APPLE,"S/ 5,290",https://simple.ripley.com.pe/macbook-air-apple-13-inch-16gb-13-256gb-ssd-air-chip-m3-ram-space-gray-pmp20000733590
"LAPTOP LENOVO LOQ 15IRX9 16GB 15.6"" 512GB SSD INTEL FHD CORE I7-13650HX RTX 4050 6GB FREEDOS",LENOVO,"S/ 5,191",https://simple.ripley.com.pe/laptop-lenovo-loq-15irx9-16gb-156-512gb-ssd-intel-fhd-core-i7-13650hx-rtx-4050-6gb-freedos-pmp20000569741
LAPTOP LENOVO THINKPAD X1 CARBON GEN 12 CORE ULTRA 7 32GB 1TB,LENOVO,"S/ 8,998",https://simple.ripley.com.pe/laptop-lenovo-thinkpad-x1-carbon-gen-12-core-ultra-7-32gb-1tb-pmp20000405828
"LAPTOP LENOVO 24GB 15.6"" 512GB SSD INTEL VG4 CORE I5 13420H RAM FHD FREEDOS",LENOVO,"S/ 2,349",https://simple.ripley.com.pe/laptop-lenovo-24gb-156-512gb-ssd-intel-vg4-core-i5-13420h-ram-fhd-freedos-pmp20000580195
"LAPTOP LENOVO V15 G3 IAP 8GB 15"" 256GB INTEL CORE I3 RAM SSD FREEDOS",LENOVO,"S/ 1,349",https://simple.ripley.com.pe/laptop-lenovo-v15-g3-iap-8gb-15-256gb-intel-core-i3-ram-ssd-freedos-pmp20000728995
LAPTOP HP PAVILION 15-EG2522LA I7-1255U RAM 16GB 512GB WIN11,HP,"S/ 2,849",https://simple.ripley.com.pe/laptop-hp-pavilion-15-eg2522la-i7-1255u-ram-16gb-512gb-win11-pmp20000767474
"LAPTOP ACER A315-24P-R859 8GB 15.6"" 512GB SSD AMD RYZEN 5 AZUL",ACER,"S/ 2,021",https://simple.ripley.com.pe/laptop-acer-a315-24p-r859-8gb-156-512gb-ssd-amd-ryzen-5-azul-pmp20000667926
"LAPTOP LENOVO IDEAPAD SLIM 5 16IRL8 CORE I7-13620H 16GB RAM 512GB SSD 16"" WUXGA IPS, LPDDR5 W11",LENOVO,"S/ 3,624.90",https://simple.ripley.com.pe/laptop-lenovo-ideapad-slim-5-16irl8-core-i7-13620h-16gb-ram-512gb-ssd-16-wuxga-ips-lpddr5-w11-pmp20000230662
"LAPTOP LENOVO 14"" 16GB RAM 512GB SSD YOGA 2 EN 1 RYZEN 5",LENOVO,"S/ 3,597",https://simple.ripley.com.pe/laptop-lenovo-14-16gb-ram-512gb-ssd-yoga-2-en-1-ryzen-5-pmp20000585427
"LAPTOP LENOVO IDEAPAD SLIM 3 15.6' FHD CORE I5-12450H 4.4GHZ, 8GB RAM DDR5-4800 - 512GB SSD M.2",LENOVO,"S/ 1,990",https://simple.ripley.com.pe/laptop-lenovo-ideapad-slim-3-156-fhd-core-i5-12450h-44ghz-8gb-ram-ddr5-4800-512gb-ssd-m2-pmp20000760950
"LAPTOP LENOVO IDEAPAD 1 15ALC7 AMD RYZEN 7 5700U 16GB RAM 512GB SSD 15.6"" FHD FREEDOS",LENOVO,"S/ 2,199",https://simple.ripley.com.pe/laptop-lenovo-ideapad-1-15alc7-amd-ryzen-7-5700u-16gb-ram-512gb-ssd-156-fhd-freedos-pmp20000231640
"LAPTOP LENOVO 24GB 15"" INTEL GAMER LOQ G9 CORE I5 512SSD NVIDIA RTX",LENOVO,"S/ 3,897",https://simple.ripley.com.pe/laptop-lenovo-24gb-15-intel-gamer-loq-g9-core-i5-512ssd-nvidia-rtx-pmp20000539847
"LAPTOP LENOVO THINKBOOK 14-ITL 8GB 14"" 512GB SSD INTEL CORE I7-1165 G7 RAM PANTALLA FHD WIN10PRO",LENOVO,"S/ 3,499",https://simple.ripley.com.pe/laptop-lenovo-thinkbook-14-itl-8gb-14-512gb-ssd-intel-core-i7-1165-g7-ram-pantalla-fhd-win10pro-pmp20000675165
"LAPTOP ASUS 8GB 16"" 512GB SSD INTEL VIVOBOOK 16, WUXGA IPS, CORE I7 12700H FREEDOS",ASUS,"S/ 2,865",https://simple.ripley.com.pe/laptop-asus-8gb-16-512gb-ssd-intel-vivobook-16-wuxga-ips-core-i7-12700h-freedos-pmp20000673441
"LAPTOP HP INTEL CORE I3-1115 32GB RAM 1TB SSD PCIE 15.6"" WINDOWS 11 HOME, PLATEADO",HP,"S/ 2,247.90",https://simple.ripley.com.pe/laptop-hp-intel-core-i3-1115-32gb-ram-1tb-ssd-pcie-156-windows-11-home-plateado-pmp20000106872
"LAPTOP LENOVO IDEAPAD SLIM 5 CORE I7-13620H 16GB RAM 512GB SSD 16"" FULLHD 2.40/4.90GHZ",LENOVO,"S/ 3,249.90",https://simple.ripley.com.pe/laptop-lenovo-ideapad-slim-5-core-i7-13620h-16gb-ram-512gb-ssd-16-fullhd-240490ghz-pmp20000157655
"LAPTOP HAIER INTEL CORE I5-1135G7-8GB 256GB 156 FHD 8GB 15.6"" INTEL NOTEBOOK",HAIER,"S/ 1,399",https://simple.ripley.com.pe/laptop-haier-intel-core-i5-1135g7-8gb-256gb-156-fhd-8gb-156-intel-notebook-pmp20000702256
LAPTOP LENOVO K14 G1 AMD RYZEN 3 5400U 8GB RAM 512GB SSD M.2 14 FHD FREEDOS,LENOVO,"S/ 1,149",https://simple.ripley.com.pe/laptop-lenovo-k14-g1-amd-ryzen-3-5400u-8gb-ram-512gb-ssd-m2-14-fhd-freedos-pmp20000765766
"LAPTOP GAMER PC 16GB RAM 19"" COMPUTADORA I7/ 16 GB /DISCO M2 512 GB / CASE RAINBOW M5 . MONITOR LG 19",GENÉRICO,"S/ 2,159",https://simple.ripley.com.pe/laptop-gamer-pc-16gb-ram-19-computadora-i7-16-gb-disco-m2-512-gb-case-rainbow-m5-monitor-lg-19-pmp20000357059
LENOVO THINKPAD BASIC DOCKING STATION US VGA DISPLAY - 40AG0090US,LENOVO,S/ 699,https://simple.ripley.com.pe/lenovo-thinkpad-basic-docking-station-us-vga-display-40ag0090us-pmp20000200056
"SAMSUNG GALAXY BOOK5 360 PORTÁTIL, PANTALLA TÁCTIL AMOLED, INTEL CORE ULTRA, 16GB RAM, 512GB SSD",SAMSUNG,"S/ 8,195",https://simple.ripley.com.pe/samsung-galaxy-book5-360-portatil-pantalla-tactil-amoled-intel-core-ultra-16gb-ram-512gb-ssd-pmp20000748337
"LAPTOP DELL INSPIRON 3520 24GB 15.6"" SSD INTEL CORE I5 1235U RAM 512GB Y 1TB FHD FREEDOS",DELL,"S/ 2,299",https://simple.ripley.com.pe/laptop-dell-inspiron-3520-24gb-156-ssd-intel-core-i5-1235u-ram-512gb-y-1tb-fhd-freedos-pmp20000520128
"LAPTOP LENOVO 8GB 15.6"" 512GB INTEL LOQ 15IRH8 COREI5-1240H RAM SSD FHD RTX3050-6GB WIND11+REGALO",LENOVO,"S/ 3,549",https://simple.ripley.com.pe/laptop-lenovo-8gb-156-512gb-intel-loq-15irh8-corei5-1240h-ram-ssd-fhd-rtx3050-6gb-wind11regalo-pmp20000605938
"MACBOOK PRO M3 8GB RAM 512GB SSD 14"" CHIP INGLES SPACE GRAY",APPLE,"S/ 6,799",https://simple.ripley.com.pe/macbook-pro-m3-8gb-ram-512gb-ssd-14-chip-ingles-space-gray-pmp20000159908
LAPTOP LENOVO LOQ 15IAX9 INTEL CORE I5-12450HX 8GB RAM 512GB SSD 15.6” FHD 144 HZ,LENOVO,"S/ 3,299",https://simple.ripley.com.pe/laptop-lenovo-loq-15iax9-intel-core-i5-12450hx-8gb-ram-512gb-ssd-156-fhd-144-hz-pmp20000436220
"LAPTOP GAMER ASUS FX507ZC4-HN002W INTEL CORE I7 12700H 16GB RAM 512GB SSD RTX 3050 4GB 15.6"" TUF DDR4 WINDOWS",ASUS,"S/ 5,119",https://simple.ripley.com.pe/laptop-gamer-asus-fx507zc4-hn002w-intel-core-i7-12700h-16gb-ram-512gb-ssd-rtx-3050-4gb-156-tuf-ddr4-windows-pmp20000259416
LAPTOP HP 16GB RAM 1TB PCIE SSD,HP,"S/ 2,786.31",https://simple.ripley.com.pe/laptop-hp-16gb-ram-1tb-pcie-ssd-pmp20000288284
LAPTOP LENOVO IDEAPAD SLIM 3 15IRH8 I7-13620H 16GB RAM 1TB SSD 15.6' FHD W11 83EM00ADLM,LENOVO,"S/ 2,969",https://simple.ripley.com.pe/laptop-lenovo-ideapad-slim-3-15irh8-i7-13620h-16gb-ram-1tb-ssd-156-fhd-w11-83em00adlm-pmp20000536554
"LAPTOP HP 15-EF2517LA 7H9U4LA 12GB 15.6"" 512GBSSD RYZEN 15-EF2517LA AMD 5 5500U HD6 NÚCLEOSRAM5 SSD-7H9U4LA",HP,"S/ 1,919",https://simple.ripley.com.pe/laptop-hp-15-ef2517la-7h9u4la-12gb-156-512gbssd-ryzen-15-ef2517la-amd-5-5500u-hd6-nucleosram5-ssd-7h9u4la-pmp20000537593
"LAPTOP LENOVO IDEAPAD INTEL CORE I3-1115 8GB RAM 128GB 14"" W. 11, FULL HD GRIS PLATINO",LENOVO,"S/ 1,503.90",https://simple.ripley.com.pe/laptop-lenovo-ideapad-intel-core-i3-1115-8gb-ram-128gb-14-w-11-full-hd-gris-platino-pmp20000106848
"LAPTOP HP 250 G10, 15.6' HD SVA, CORE I7-1355U, 16GB DDR4 - 512GB SSD - W11PRO",HP,"S/ 3,435",https://simple.ripley.com.pe/laptop-hp-250-g10-156-hd-sva-core-i7-1355u-16gb-ddr4-512gb-ssd-w11pro-pmp20000424759
"LAPTOP ASUS B1502CVA-NJ3099,15.6″ FHD, CORE I7-1355U, RAM 16GB, SSD 1 TB, FREE DOS",ASUS,"S/ 3,199",https://simple.ripley.com.pe/laptop-asus-b1502cva-nj3099156-fhd-core-i7-1355u-ram-16gb-ssd-1-tb-free-dos-pmp20000763477
"LAPTOP ASUS X1504VA-NJ945, 15.6' FHD, CORE I7-150U, 16GB DDR4 - 512GB SSD -FREEDOS",ASUS,"S/ 3,455",https://simple.ripley.com.pe/laptop-asus-x1504va-nj945-156-fhd-core-i7-150u-16gb-ddr4-512gb-ssd-freedos-pmp20000424758
LAPTOP LENOVO LEGION 5 16IRX9 16.0' INTEL CORE I7 512GB SSD 16GB GRIS,LENOVO,"S/ 5,700",https://simple.ripley.com.pe/laptop-lenovo-legion-5-16irx9-160-intel-core-i7-512gb-ssd-16gb-gris-pmp20000469185
LAPTOP HP 255 G10 AMD RYZEN 5 7530U 16GB RAM/ 512GB SSD M.2 / LCD 15.6 / WIN/ B03DZAT,HP,"S/ 1,909",https://simple.ripley.com.pe/laptop-hp-255-g10-amd-ryzen-5-7530u-16gb-ram-512gb-ssd-m2-lcd-156-win-b03dzat-pmp20000762947
"LAPTOP ASUS E1504F RAYZEN 5 8GB RAM 512GB SSD 15"" ADM VIVOBOOK",ASUS,"S/ 2,299",https://simple.ripley.com.pe/laptop-asus-e1504f-rayzen-5-8gb-ram-512gb-ssd-15-adm-vivobook-pmp20000288611
"LAPTOP LENOVO V15 G2 IJL 8GB 15.6"" 256GB SSD TN CELERON N4500 2.8GHZ DDR4 FREEDOS",LENOVO,"S/ 1,119",https://simple.ripley.com.pe/laptop-lenovo-v15-g2-ijl-8gb-156-256gb-ssd-tn-celeron-n4500-28ghz-ddr4-freedos-pmp20000497670
"LAPTOP ACER NITRO 16GB 15.6"" 512GB SSD M.2 NVIDIA V ANV15 CORE I9-13900H 8GB RTX4060 RAM SSD 15.6' FHD 144HZ",ACER,"S/ 5,920",https://simple.ripley.com.pe/laptop-acer-nitro-16gb-156-512gb-ssd-m2-nvidia-v-anv15-core-i9-13900h-8gb-rtx4060-ram-ssd-156-fhd-144hz-pmp20000566109
"LAPTOP HP 15-EF2517LA 12GB 15.6"" 512GB SSD AMD RYZEN 5-5500U RAM 5 FHD - 7H9U4LA",HP,"S/ 1,999",https://simple.ripley.com.pe/laptop-hp-15-ef2517la-12gb-156-512gb-ssd-amd-ryzen-5-5500u-ram-5-fhd-7h9u4la-pmp20000598937
LAPTOP LENOVO LOQ 15AHP9 - GAMING NVIDIA RTX 4050 RYZEN 7 16 GB RAM 512 GB SSD 15.6' WIN 11 GRIS,LENOVO,"S/ 6,132",https://simple.ripley.com.pe/laptop-lenovo-loq-15ahp9-gaming-nvidia-rtx-4050-ryzen-7-16-gb-ram-512-gb-ssd-156-win-11-gris-pmp20000490038
"ELITEBOOK HEWLETT PACKARD ELITEBOOK 840 G5 16GB 14"" 256GBSSD HP 840 G5 I5-8350U INTEL HD GRAPHICS 620 REACONDICIONADO",HEWLETT PACKARD,"S/ 2,500",https://simple.ripley.com.pe/elitebook-hewlett-packard-elitebook-840-g5-16gb-14-256gbssd-hp-840-g5-i5-8350u-intel-hd-graphics-620-reacondicionado-pmp20000489008
"LAPTOP GAMER SUPETMARKET 6559443 15.6"" MSI THIN GF63 I5-12450H RAM 8 GB RTX 2050-SSD 1 TB",MSI,"S/ 3,599",https://simple.ripley.com.pe/laptop-gamer-supetmarket-6559443-156-msi-thin-gf63-i5-12450h-ram-8-gb-rtx-2050-ssd-1-tb-pmp20000491741
LAPTOP LENOVO THINKPAD T14S GEN4 14 CORE I7-1355U 1TB SSD RAM 16GB,LENOVO,"S/ 9,447",https://simple.ripley.com.pe/laptop-lenovo-thinkpad-t14s-gen4-14-core-i7-1355u-1tb-ssd-ram-16gb-pmp20000733730
LAPTOP LENOVO LOQ 15IAX9 INTEL I5 12450HX 12GB RAM 512GB STORAGE DISPLAY 15.6″ FHD FREEDOS,LENOVO,"S/ 3,450",https://simple.ripley.com.pe/laptop-lenovo-loq-15iax9-intel-i5-12450hx-12gb-ram-512gb-storage-display-156-fhd-freedos-pmp20000758964
LAPTOP LENOVO LEGION PRO 7I GAMER INTEL I9-14900HX RAM DDR5 64GB SSD PCIE 2TB WQXGA 2560X1600 RTX 4080 W11 HOME,LENOVO,"S/ 18,192",https://simple.ripley.com.pe/laptop-lenovo-legion-pro-7i-gamer-intel-i9-14900hx-ram-ddr5-64gb-ssd-pcie-2tb-wqxga-2560x1600-rtx-4080-w11-home-pmp20000490107
"MACBOOK APPLE AIR M3 13” 8GB 256GB TECLADO INGLES 16GB 13"" 256GB SSD AIR M3 TECLADO INGLES SPACE GRAY",APPLE,"S/ 5,099",https://simple.ripley.com.pe/macbook-apple-air-m3-13-8gb-256gb-teclado-ingles-16gb-13-256gb-ssd-air-m3-teclado-ingles-space-gray-pmp20000580367
"LAPTOP ACER ASPIRE GO 15 SLIM 15""",ACER,"S/ 1,892.93",https://simple.ripley.com.pe/laptop-acer-aspire-go-15-slim-15-pmp20000288309
LAPTOP ASUS VIVOBOOK 15 X1504VA-NJ946 INTEL CORE 3-100U 8GB RAM 512GB SSD 15.6' FHD QUIET BLUE,ASUS,"S/ 1,599.90",https://simple.ripley.com.pe/laptop-asus-vivobook-15-x1504va-nj946-intel-core-3-100u-8gb-ram-512gb-ssd-156-fhd-quiet-blue-pmp20000760976
"LAPTOP LENOVO IDEAPAD SLIM 3, 15.6' FHD, CORE I7-13620H - 16GB - 1TB SSD -FREEDOS",LENOVO,"S/ 2,960",https://simple.ripley.com.pe/laptop-lenovo-ideapad-slim-3-156-fhd-core-i7-13620h-16gb-1tb-ssd-freedos-pmp20000472671
LAPTOP HP VICTUS 16-S1023DX RYZEN 7-8845HS 16GB DDR5 512GB SSD 8GB RTX4070 16.1 FHD 144HZ WIN 11,HP,"S/ 6,590",https://simple.ripley.com.pe/laptop-hp-victus-16-s1023dx-ryzen-7-8845hs-16gb-ddr5-512gb-ssd-8gb-rtx4070-161-fhd-144hz-win-11-pmp20000738961
"LAPTOP MSI KATANA 16GB 15.6"" 512GB SSD M.2 INTEL B12VFK CORE I7-12650H 8GB RTX4060 RAM SSD 15-6",MSI,"S/ 5,700",https://simple.ripley.com.pe/laptop-msi-katana-16gb-156-512gb-ssd-m2-intel-b12vfk-core-i7-12650h-8gb-rtx4060-ram-ssd-15-6-pmp20000581371
"LAPTOP DELL 8GB 14"" 256GB INTEL LATITUD 5421 COREI7-11850H RAM SSD HD WINDOWS 10 PRO",DELL,"S/ 3,079.90",https://simple.ripley.com.pe/laptop-dell-8gb-14-256gb-intel-latitud-5421-corei7-11850h-ram-ssd-hd-windows-10-pro-pmp20000605911
LAPTOP MICROSOFT ZXX-00026 SURFACE 2024 PANTALLA TÁCTIL SNAPDRAGON X ELITE 16GB RAM 1TB SSD,MICROSOFT,"S/ 9,975",https://simple.ripley.com.pe/laptop-microsoft-zxx-00026-surface-2024-pantalla-tactil-snapdragon-x-elite-16gb-ram-1tb-ssd-pmp20000686898
"LAPTOP LENOVO 8GB 15.6"" 512GB INTEL VG3 IAP COREI3-1215U RAM SSD FHD 82TT00EALM",LENOVO,"S/ 1,599.90",https://simple.ripley.com.pe/laptop-lenovo-8gb-156-512gb-intel-vg3-iap-corei3-1215u-ram-ssd-fhd-82tt00ealm-pmp20000605908
LAPTOP GAMER ASUS TUF GAMING RYZEN 7 A16 2023,ASUS,"S/ 6,598.85",https://simple.ripley.com.pe/laptop-gamer-asus-tuf-gaming-ryzen-7-a16-2023-pmp20000231120
"LAPTOP HP ELITEBOOK X360 1030 G8 INTEL CORE I5 1145G7 8GB RAM 512GB SSD PANTALLA TOUCH 13.3"" FHD WINDOWS 10 PRO",HP,"S/ 4,499",https://simple.ripley.com.pe/laptop-hp-elitebook-x360-1030-g8-intel-core-i5-1145g7-8gb-ram-512gb-ssd-pantalla-touch-133-fhd-windows-10-pro-pmp20000184966
"LAPTOP HP 15-FC0013LA 16GB 15.6"" 512GB SSD AMD RYZEN COMBO -7 Y AIR FRYER",HP,"S/ 2,716",https://simple.ripley.com.pe/laptop-hp-15-fc0013la-16gb-156-512gb-ssd-amd-ryzen-combo-7-y-air-fryer-pmp20000730267
"NOTEBOOK LENOVO IDEAPAD SLIM 3, 15.6' FHD TN, CORE I5-1335U 1.3/4.6GHZ 16GB LPDDR5-4800MHZ",LENOVO,"S/ 2,199",https://simple.ripley.com.pe/notebook-lenovo-ideapad-slim-3-156-fhd-tn-core-i5-1335u-1346ghz-16gb-lpddr5-4800mhz-pmp20000746111
